3Q2023-EXCEL,,,,,
DMF#,STATUS,TYPE,SUBMIT DATE,HOLDER,SUBJECT
4919,I,II,4/25/1983,SIGMA F AND D DIV LTD,TRIZMA HYDROCHLORIDE
4920,I,III,2/17/1983,ER SQUIBB AND SONS INC,PROCEDURES FOR PACKAGING DRUG PRODUCTS
4921,I,III,4/11/1983,FOLIENWALZWERK BRUEDER TECH AKTIENGESELLSCHAFT,ALUMINUM PACKAGING MATERIALS
4922,I,II,3/17/1983,SCHERING AG,DEFLAZACORT
4923,A,II,4/18/1983,SIEGFRIED PHARMACHEMIKALIEN MINDEN GMBH,(+)-PSEUDOEPHEDRINE SULFATE
4924,I,II,4/29/1983,CHANGZHOU PHARMACEUTICAL FACTORY,HYDROCHLOROTHIAZIDE
4925,I,II,8/8/1983,HOECHST MARION ROUSSEL SA,DEZOCINE
4926,I,II,4/13/1983,WHITEWORTH TOWNE PAULSEN INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN MONROVIA, CALIFORNIA."
4927,I,II,5/24/1983,TIANJIN HEBEI PHARMACEUTICAL FACTORY,METRONIDAZOLE
4928,A,II,3/22/1983,HERBRAND PHARMACHEMICALS GMBH,PROPYLTHIOURACIL
4929,A,II,3/17/1983,TARO PHARMACEUTICAL INDUSTRIES LTD,CARBAMAZEPINE USP
4930,I,II,5/19/1983,SCHERING AG,ETHINAMATE
4931,I,I,4/12/1983,ELAN CORP PLC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN MONKSLAND, ATHLONE."
4932,A,II,6/1/1983,MINAKEM HIGH POTENT,VINCRISTINE SULFATE
4933,I,II,6/3/1983,ROUSSELL UCLAF,TESTOSTERONE PROPIONATE
4934,I,II,3/25/1983,HEXAGON LABORATORIES INC,BEPRIDIL HCL
4935,I,II,6/7/1983,FMC CORP,CELOCAL(R) CO-PROCESSED CELLULOSE GEL/CALCIUM SULFATE
4936,I,II,6/1/1983,NORDIC SYNTHESIS AB,MEPIVACAINE HCL
4937,I,II,1/20/1983,DIOSYNTH BV,DEXAMETHASONE MICRO AND NON-MICRO
4938,I,II,3/31/1983,LOFTUS BRYAN CHEMICALS LTD,BROMPHENIRAMINE MALEATE
4939,I,II,1/21/1983,SANDOZ LTD PHARMACEUTICAL DIV CHEMICAL DEVELOPMENT,OXAZEPAM
4940,A,IV,3/29/1983,DDP SPECIALTY ELECTRONIC MATERIALS US 9 LLC,LIVEO™ 7-48XX BIOMEDICAL GRADE LIQUID SILICONE RUBBERS
4941,I,II,4/26/1983,SIGMA F AND D DIV LTD,"TRIZMA BASE AS PROCESSED IN THE SAINT LOUIS, MISSOURI FACILITIES"
4942,A,II,4/29/1983,INDENA SPA,RESERPINE USP
4943,I,II,4/25/1983,SANOFI WINTHROP INDUSTRIE,"MANUFACTURING SITE, FACILITIES, PERSONNEL AND GENERAL OPERATING PROCEDURES IN AMBARES, FRANCE."
4944,I,II,1/10/1983,DIOSYNTH BV,DEXAMETHASONE ACETATE MICRO AND NON MICRO
4945,I,II,4/28/1983,AB ASTRA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES  IN SODERTALFE, SWEDEN."
4946,I,I,4/26/1983,DESITIN WERK CARL KLINKE GMBH,"PRODUCTION OF PHENYTOIN SODIUM, INJECT. IN HAMBURG,GER"
4947,I,II,4/27/1983,MALLINCKRODT INC,FACILS & PERSONNEL FOR THE RAD PHARM INC CYCLOTRIN ON MAHLER RD. CA.
4948,I,II,6/8/1983,HOECHST AG,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES"
4949,I,II,5/23/1983,JT BAKER CHEMICAL CO,METHENAMINE HIPPURATE
4950,I,II,2/15/1983,DIOSYNTH BV,ALLOPURINOL
4951,I,II,5/25/1983,FDC PRIVATE LTD,FACILS & GEN. OPERATING PROCEDS. FOR MFGR OF BULK DRUG PRODS: W/FORMU
4952,I,II,4/28/1983,AB ASTRA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES."
4953,A,II,5/31/1983,SEKISUI MEDICAL CO LTD,L-METHIONINE
4954,I,I,4/21/1983,EUDERMA SRL,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN ITALY."
4955,I,II,4/22/1983,SANOFI SYNTHELABO INC,AMIODARONE HYDROCHLORIDE
4956,I,II,4/11/1983,CILAG CHEMIE AG,CHLORZOXAZONE
4957,I,II,5/17/1983,FARMABOIS,TRIAMCINOLONE ACETONIDE
4958,I,II,2/15/1983,DIOSYNTH BV,CHENODEOXYCHOLIC ACID H.M.
4959,I,II,5/18/1983,PHARMA-WALDHOF GMBH,"5-FLUORO-URACIL,PRODUCT 4965"
4960,I,II,5/31/1983,DAIICHI PURE CHEMICALS CO LTD,L-TRYPTOPHAN
4961,I,II,4/19/1983,SANOFI CHIMIE,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN ARAMON."
4962,I,II,5/20/1983,PAN MEDICA SA,SYNTHESIS & INVEST. DOSAGE FORM PREPARATION FOR TRIPTOSINE
4963,I,II,5/9/1983,ZYMA SA,ZY-15029
4964,I,III,3/22/1983,PFIZER INC,"PACKAGING COMPONENTS-PRIMARILY USED IN PRODUCTION AT BKLYN, NY PLANT"
4965,I,I,6/21/1983,PROTER LABORATORY SPA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN OPERA, MILAN, ITALY."
4966,I,II,3/14/1983,BOEHRINGER MANNHEIM GMBH,D-PHENYLALANINE
4967,I,II,4/7/1983,JUSTE SAQF,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES."
4968,I,II,5/17/1983,GLAXO PHARMACEUTICALS LTD,0/4 DIHYDROCHLORIDE DIHYDRATE (CEPHALORIDINE ROUTE-CP)-ULVERSTON PLANT
4969,I,V,5/18/1983,PAN MEDICA SA,PRECLINICAL ANIMAL STUDIES FOR TRIPTOSINE
4970,I,II,4/7/1983,GANES CHEMICALS INC PENNSVILLE DIV,BEPRIDIL HCL
4971,I,II,5/14/1983,COPLEY PHARMACEUTICAL INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN BOSTON, MASS."
4972,I,II,3/31/1983,EGIC LABORATORY,ORAL ASPEGIC
4973,A,II,4/7/1983,JUSTESA IMAGEN SAU,DIATRIZOIC ACID DIHYDRATE
4974,I,I,6/10/1983,ZYMA SA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES."
4975,A,II,7/5/1983,PHARMACIA AND UPJOHN CO LLC WHOLLY OWNED SUB OF PFIZER INC,MEDROXYPROGESTERONE ACETATE USP KALAMAZOO
4976,I,II,7/7/1983,RHONE POULENC RORER PHARMACEUTICALS INC,"SUPROCLONE (37,162 RP)"
4977,I,II,5/13/1983,TANABE SEIYAKU CO LTD,THIOPENTAL SODIUM FOR INJECT
4978,I,II,7/6/1983,MEDIMPEX NORTH AMERICA INC,"VINBLASTINE SO4 FOR INJECT, USP 10 MG"
4979,I,II,5/26/1983,PLANTEX LTD CHEMICAL AND PHARMACEUTICAL WORKS,PROPRANOLOL HCL. USP.
4980,I,II,5/31/1983,EASTMAN CHEMICAL CO,METHOCARBAMOL USP
4981,I,II,4/11/1983,INNOVATION PHARMACEUTICALS INDUSTRY INTERNATIONAL PRIVATE LTD,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES."
4982,I,II,6/15/1983,LUSOCHIMICA SPA,"PROPRANOLOL HYDROCHLORIDE USP XX, NF XV"
4983,I,II,7/7/1983,RHONE POULENC RORER PHARMACEUTICALS INC,"SUPROCLONE CAPSULES (37, 162 RP)"
4984,I,II,6/30/1983,PROTER LABORATORY SPA,BULK SUBSTANCE PTT-119
4985,I,II,4/22/1983,SANDOZ PHARMACEUTICALS CORP DIV SANDOZ INC,GUANFACINE HYDROCHLORIDE
4986,I,II,6/17/1983,SIEGFRIED AG,DISULFIRAM MANUF & SOLD UNDER SIEGFRIED LABEL
4987,I,II,6/14/1983,MALLINCKRODT INC,"MERCURY 195M/GOLD 195M GENERATORS-FACILS,METHDS,CONTRL FOR PREPARATION"
4988,I,II,6/9/1983,PARKE DAVIS AND CO,"FACILITIES & GENERAL OPERATING PROCEDURES (SANDY, UTAH LOCATION)"
4989,I,II,6/28/1983,RHODIA OPERATIONS,GUAIFENESIN (GLYCEROL GUAIACOLATE)
4990,A,II,6/21/1983,SANDOZ GMBH,7-AMINO-CEPHALOSPORANIC ACID (7-ACA)
4991,A,II,5/28/1983,TEVA PHARMACEUTICAL INDUSTRIES LTD,HALOPERIDOL
4992,I,II,6/21/1983,ANTIBIOTICOS SPA,TRIPROLIDINE HCL. BULK FORM
4993,I,IV,2/15/1983,DIOSYNTH BV,EGG-YOLK PHOSPHOLIPID
4994,I,IV,7/13/1983,LA DREYFUS CO,DREYCO CHEWING GUM BASE
4995,I,II,4/22/1983,YODOGAWA PHARMACEUTICAL CO LTD,CHLORZOXAZONE USP XX
4996,A,II,6/21/1983,SANDOZ GMBH,7-ACT
4997,I,II,7/8/1983,SMITHKLINE AND BECKMAN INC,"DIPHENYLPYRALINE HCL--PRODUCED IN SMITHKLINE FACILS-CONSHOHOCKEN, PA."
4998,I,II,5/9/1983,SANDOZ LTD PHARMACEUTICAL DIV CHEMICAL DEVELOPMENT,"SF86-327 (E)-N-(6,6-DIMETHYL-2-HEPTEN-4-YUL)-N--METHYL-1-NAPHTHALALENE"
4999,I,II,5/26/1983,PROCTER AND GAMBLE CO,"MIAMI VALLEY LABS-EAST MIAMI RIVER RD., CINCINNATI,OHIO"
5001,I,II,6/15/1983,GLAXOCHEM LTD,VITAMIN B 12(CYANOCOBALAMIN)
5002,I,II,5/31/1983,PERSTORP CHEMICALS AB,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES."
5003,I,II,5/19/1983,DEGUSSA AG WERK RADEBEUL,"L-TYROSINE ETHYLESTER HCL-BY REXIM S.A. DIV. OF DEGUSSA, HAM, ENGLAND"
5004,A,III,6/20/1983,ACTION TECHNOLOGY,RUBBER CMPDS & GASKETS
5005,I,II,5/3/1983,SANOFI CHIMIE,AMIODARONE HCL
5006,I,II,6/29/1983,SMITHKLINE BEECHAM ANIMAL HEALTH,DIETHYLCARBAMIZINE CITRATE
5007,I,II,6/23/1983,SALK INSTITUTE,NAL-ARG ANTAGONIST
5008,I,II,6/14/1983,VITARINE CO INC SUB WEST CHEMICAL PRODUCTS INC,PHENYLEPHRINE HCL 20MG S.R. CAPS
5009,I,IV,7/11/1983,PETROLITE CORP BARECO DIV,SILTEX M AS PROCESSED IN OKLAHOMA FACILITIES
5010,I,IV,7/14/1983,KV PHARMACEUTICAL CO,"PROTECTIVE CREAMS,LOTIONS-WESTPORT FACIL. ON SCHUETZ RD, ST. LOUIS, MO"
5011,I,II,8/1/1983,INNOTHERA AMERICA,CETIEDIL
5012,I,II,8/4/1983,INDUSTRIA FARMACEUTICA SERONO SPA,TP-1 SERONO (THYMOSTIMULIN)
5013,I,II,7/29/1983,JAME FINE CHEMICALS INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN BOUND BROOK PLANT."
5014,A,III,2/1/1983,AMCOR FLEXIBLES SELESTAT,ALUMINUM FOIL PACKAGING MATERIALS
5015,I,III,7/22/1983,BALL CORP,"COEXTRUDED PKG MATLS-EVANSVILLE, IND, FACIL: 1.BALL PLASTICS 454(TM)"
5016,I,II,4/20/1983,E MERCK,CHLORTHALIDONE USP
5017,I,II,5/19/1983,DEGUSSA AG WERK RADEBEUL,AMINO ACID MIXTURES I AS PRODUCED BY REXIM SA DIV DEGUSSA HAM FRANCE
5018,I,II,7/29/1983,JAME FINE CHEMICALS INC,METHENAMINE HIPPURATE
5019,A,II,6/29/1983,SIEGFRIED EVIONNAZ SA,PRILOCAINE HCL
5020,A,III,5/5/1983,KURZ TRANSFER PRODUCTS LP,COLORIT P 912 BLACK PIGMENT FOIL
5021,I,II,7/18/1983,ANDRULIS RESEARCH CORP,BULK SYNTHESIS OF NSC 271674
5022,I,II,3/22/1983,SANDOZ LTD PHARMACEUTICAL DIV CHEMICAL DEVELOPMENT,L(-)-POLYLACTIC ACID FOR USE IN DRUG DOSAGE FORMS
5023,I,II,7/25/1983,WAITAKI INTERNATIONAL BIOSCIENCES SUB WAITAKI CANADA LTD,METOCLOPRAMIDE MONOHYDROCHLORIDE
5024,A,II,6/28/1983,SIEGFRIED EVIONNAZ SA,BENOXINATE HYDROCHLORIDE
5025,A,II,7/21/1983,OLON SPA,DOXEPIN HYDROCHLORIDE 
5026,I,II,7/26/1983,MEIJI SEIKA KAISHA LTD,ASHIGARA PLANT (WHERE THP-ADRIAMYCIN IS MFGR & CONTROLLED)
5027,A,II,5/17/1983,FIS FABBRICA ITALIANA SINTETICI SPA,LORAZEPAM
5028,I,I,7/28/1983,"UCB,SOCIETE ANONYME PHARM DIV",PERSONNEL FACILITIES & GENERAL OPERATING PROCEDURES BRAINE-L'ALLEUD
5029,I,II,7/29/1983,EUTICALS LTD,"ISOSORBIDE-5-MONONITRATE, DILUTED"
5030,I,II,4/27/1983,JUSTESA IMAGEN SAU,SODIUM DIATRIZOATE
5031,I,II,6/30/1983,FERMION OY,VERAPAMIL HCL BP 80 ADD. 82
5032,A,II,8/5/1983,SIEGFRIED PHARMACHEMIKALIEN MINDEN GMBH,"CAFFEINE (HYDROUS, ANHYDROUS FORMS)"
5033,I,II,5/19/1983,DEGUSSA AG WERK RADEBEUL,L-ARGININE ACETATE AS PRODUCED BY REXIM S.A.DIV DEGUSSA -HAM FRANCE
5034,I,II,5/31/1983,ER SQUIBB AND SONS INC,TRIFLUPROMAZINE AND TRIFLUPROMAZINE HCL
5035,I,IV,5/6/1982,SCM CORP ,"SATINA III-PROCESSED IN JOLIET, ILLINOIS FACILITIES"
5036,I,III,5/6/1982,SUNOCO CHEMICALS INC,POLYPROPYLENE RESINS IN PP11M12ACS SERIES
5037,I,III,7/12/1983,BALL CORP,COEXTRUDED PACKAGING MATERIALS-PROCESSED EVANSVILLE FACILITIES
5038,A,II,8/15/1983,VERANOVA LP,FENTANYL CITRATE (BULK)
5039,I,II,7/26/1983,ARCO CHEMICAL CO,TEBOL 99 ALCOHOL (HIGH PURITY TERTIARY BUTYL ALCOHOL) PASEDENA TX
5040,I,II,7/15/1983,UPJOHN CO,"MENOGAROL (U-52,047,Nsc-269148)PRODUCED KALAMAZOO, MICHIGAN FACILITIES"
5041,A,II,7/9/1983,EVONIK OPERATIONS GMBH,LORAZEPAM
5042,I,III,6/22/1983,BALL CORP,COEXTRUDED PACKAGING MATERIALS AS PROCEDURES IN EVANSVILLE IN
5043,I,II,5/26/1983,SCHERING CANADA INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN POINTE CLAIRE, QUEBEC."
5044,I,II,8/9/1983,DAIICHI SANKYO CHEMICAL PHARMA CO LTD,LEVODOPA AS PRODUCED IN THE HIRATSUKA PLANT
5045,I,II,11/28/1983,"UCB,SOCIETE ANONYME PHARM DIV",MECLIZINE HCL TABS IN BULK 12.5MG
5046,A,II,6/30/1983,CERBIOS PHARMA SA,LEUCOVORIN CALCIUM
5047,A,II,7/25/1983,PHARMACIA AND UPJOHN CO WHOLLY OWNED SUB PFIZER INC,ESTRADIOL CYPIONATE USP
5048,I,II,7/22/1983,SANOFI PHARMACEUTICALS INC,ACETAMINOPHEN
5049,I,II,6/30/1983,DIAMALT AG,S-CARBOXYMATHYL-L-CYSTEINE
5050,I,II,7/28/1983,UCB SA PHARMACEUTIQUE SECTEUR,MECLIZINE HCL TABS-BULK 25MG
5051,I,II,6/24/1983,LABORATOIRES DETUDES ET DE RECHERCHES SYNTHELABO,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN PORCHVILLE, ANTONY, FRANCE."
5052,I,II,4/7/1983,JUSTESA IMAGEN SAU,MEGLUMINE DIATRIZOATE
5053,I,I,4/11/1983,SPECIALTES SEPTODONT,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDUES."
5054,I,II,6/24/1983,EMSON RESEARCH INC,PERSONNEL FACILITIES & GENERAL OPERATING PROCEDURES
5055,I,II,7/27/1983,SYNCOR INTERNATIONAL CORP,"PERSONNEL, FACILITIES & GENERAL OPERATING PROCEDURES-GLENDALE CA PLANT"
5056,I,II,9/7/1983,ROUSSELL UCLAF,L-5-HYDROXYTRYPTOPHAN
5057,I,I,9/1/1983,CONTECH LABORATORIES,PERSONNEL FACILITIES & GENERAL OPERATING PROCEDURES-GREENVILLE ILL
5058,I,III,9/1/1983,TECHNICAL COATINGS CO SUB BENJAMIN MOORE AND CO,FOIL TO PVC HEAT SEAL PRODS-PRODUCED IN NUTLEY NJ FACILITIES
5059,I,III,9/9/1983,INTERNATIONAL PACKING CORP,PRODUCT BO-401
5060,I,II,6/13/1983,FUJISAWA DEUTSCHLAND GMBH,TAMOXIFEN CITRATE
5061,I,II,8/22/1983,CHUNGHWA CHEMICAL SYNTHESIS AND BIOTECH CO LTD,ACETAMINOPHEN USP XX PWD & ACETAMINOPHEN W/10% STARCH
5062,I,II,7/14/1983,SCHERING AG,QUINIDINE GLUCONATE
5063,I,II,9/5/1983,ANTIBIOTICOS SPA,FLURANDRENOLIDE USP BULK FORM (NON-STERILE)
5064,I,III,5/9/1983,PANTASOTE INC,PVC COMPOUNDS AND/OR FILMS (PRO.N.J. FACILITIES):1. 4504P1000 PVC
5065,I,II,7/22/1983,SIGMA F AND D DIV LTD,MUSCIMOL
5066,I,I,9/6/1983,YAMANOUCHI PHARMACEUTICAL COMPANY LTD,PERSONNEL FACILITIES & GENERAL OPERATING PROCEDURES
5067,I,II,8/31/1983,AYERST LABORATORIES INC DIV AMERICAN HOME PRODUCTS CORP,GONADORELIN HCL
5068,I,II,6/22/1983,NORDION CANADA INC,"LEAD & THALLIUM 201-PRODUCED IN AECL TRIDMF CHEM. ANNEX-VANCOUVER, CAN"
5069,I,II,7/27/1983,MEMBRANA INC,PERSONNEL FACILITIES & GENERAL OPERATING PROCEDURES
5070,I,II,7/26/1983,DINAMITE DIPHARMA SPA,GUANETHIDINE MONOSULFATE
5071,I,III,8/19/1983,AMERICAN NATIONAL CAN CO,LACQUERED PRINTED ALUMINUM FOIL HEAT SEAL COATED PACKAGING PRODUCTS
5072,I,III,8/14/1983,NATIONAL STARCH AND CHEMICAL CO,"STERILE PRODUCTS FACILITIES LOCATED IN NERVIANO, MILAN, ITALY"
5073,I,II,7/15/1983,ORGANICHEM CORP,PHENYLEPHRINE HCL USP
5074,I,II,9/6/1983,ASTELLAS PHARMA INC,CEFOTETAN
5075,I,II,8/22/1983,MDS NORDION,IODINE 125 PRODUCED IN KANATA ISOTOPE PROCESSING FACIL (AECL-KIPE)
5076,I,II,5/24/1983,SUMIKA FINE CHEMICALS CO LTD,DOXEPIN USP XX
5077,I,II,9/14/1983,VETERANS ADMINISTRATION,TC-99M-PROPYLENE AMINE OXIME (TC-99M-PnAO)
5078,I,II,9/12/1983,OMNICHEM SA,5-HYDROXY-L-TRYPTOPHAN
5079,I,II,8/24/1983,KLINGE PHARMA GMBH,PROPRANOLOL HCL
5080,I,II,7/4/1983,ZAMBON SPA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN ALMISANO DI LONIGO (VICENZA)."
5081,I,II,8/11/1983,ORGAMOL SA,DISOPYRAMIDE
5082,I,II,9/30/1983,SIGMA F AND D DIV LTD,BETAINE FREE BASE ANHYDROUS PURCHASED BY SIGMA LTD LONDON FOR USA
5083,I,II,7/15/1983,NATIONAL RUBBER AND BACKING CORP,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN LONG ISLAND, NEW YORK."
5084,I,II,6/24/1983,EASTMAN KODAK CO,"STERILE PROCESSING FACILITY LOCATED IN SHIRLEY, NEW YORK"
5085,I,II,8/30/1983,ROMAN INDUSTRIES CO LTD,HUMAN CHORIONIC GONADOTROPIN
5086,I,II,7/29/1983,IRISH FINE CHEMICALS LTD,DEXCHLORPHENIRAMINE MALEATE
5087,I,I,8/8/1983,ELI LILLY AND CO,GENERAL OPERATING PROCEDURES FOR THE PUERTO RICO FACILITY
5088,I,II,8/15/1983,CHIREX LTD,PHENTERMINE BASE & HCL
5089,I,II,9/20/1983,SIGMA F AND D DIV LTD,"ANTHRAX ANIMAL MODEL LOCATED IN BETHESDA, MARYLAND"
5090,I,II,7/20/1983,ACF CHEMIEFARMA NV,QUINIDINE BISULFATE
5091,A,II,7/4/1983,FIS FABBRICA ITALIANA SINTETICI SPA,"ACETYLCYSTEINE, USP"
5092,I,II,10/12/1983,BACHEM INC,SOMATOSTATIN; BULK FORM
5093,I,II,10/3/1983,KABI PHARMACIA HEPAR INC,CALCIUM HEPARIN
5094,I,II,10/10/1983,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,DISOPYRAMIDE PHOSPHATE
5095,I,II,10/12/1983,VITARINE CO INC SUB WEST CHEMICAL PRODUCTS INC,L-LYSINE MONOHYDROCHLORIDE TABLETS
5096,I,IV,9/14/1983,VMF,VMF DRUG
5097,I,II,8/22/1983,EPROVA AG,PHOSPHORIC ACID (76541-72-5) DESIGNATED AS SR-202
5098,I,III,9/30/1983,BALL CORP,COEXTRUDED PKG MATERIALS
5099,I,II,8/4/1983,EASTMAN KODAK CO,"ACETOHYDROXAMIC ACID (LITHOSTAT)PROCESSED ROCHESTER, N.Y. FACILITIES"
5100,I,III,5/26/1981,3M PHARMACEUTICALS,"HDPE CLOSURE LINER AS PROCESSED IN ST. PAUL, MINN. FACILITIES"
5101,I,II,7/18/1983,SIGMA F AND D DIV LTD,D-PANTETHINE
5102,I,II,9/16/1983,ELI LILLY AND CO,"FENOPROFEN CALCIUM, BULK FORM"
5103,I,II,8/23/1983,SCHERING AG,IOTROL USING 5-NITROISOPHTHALIC ACID AS STARTING MATERIAL
5104,I,II,7/25/1983,TEVA PHARMACEUTICAL INDUSTRIES LTD,CHLORTHALIDONE
5105,I,II,9/27/1983,QUANTUM PHARMICS LTD,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN AMITYVILLE, NEW YORK."
5106,I,II,9/20/1983,SOCIETE LIPHA,LORTALAMINE (LM 1404) AS PROCESSED IN THE LYON FACILITY
5107,I,II,9/15/1983,AMIDE PHARMACEUTICAL INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN LITTLE FALLS, NEW JERSEY."
5108,I,II,9/9/1983,JANSSEN PHARMACEUTICA NV,OXATOMIDE-R 35443 AS PROCESSED IN THE BELGIUM FACILITY
5109,I,II,9/2/1983,SANDOZ LTD PHARMACEUTICAL DIV CHEMICAL DEVELOPMENT,CHLORTHALIDONE
5110,I,II,8/26/1983,AMERSHAM RADIOCHEMICAL CENTER,TAURO-23-[75Se]-SELENA-25 HOMOCHOLIC ACID (DESIGNATED AS SeHCAT)
5111,I,II,8/31/1983,THATCHER CHEMICAL CO,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDUES IN SALT LAKE CITY, UTAH."
5112,I,I,6/22/1983,CYANAMIDE OF CANADA,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN BAIE D'URFE, QUEBEC CANADA."
5113,I,II,9/15/1983,GOEDECKE AG,LEVOBUNOLOL HYDROCHLORIDE (1-BUNOLOL HYDROCHLORIDE)
5114,I,II,9/20/1983,LIPHA SAS,LORTALAMINE (LM 1404) IN FINISHED DOSAGE FORMS PRODUCED LYON FACILITY
5115,I,II,9/12/1983,L PERRIGO CO,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN ALLEGAN, MICHIGAN."
5116,A,IV,5/23/1983,GATTEFOSSE SAS,PRECIROL ATO 5
5117,A,III,9/14/1983,MITSUBISHI CHEMICAL CORP,ETHYLENE-VINYLACETATE-VINYLALCOHOL COPOLYMER (SOARNOL)
5118,I,III,9/19/1983,OWENS ILLINOIS INC,PLASTIC PRODUCTS
5119,I,II,9/20/1983,SIGMA F AND D DIV LTD,"DEHYDROISOANDROSTERONE-3-SULFATE,SODIUM SALT"
5120,I,II,10/14/1983,KABI PHARMACIA HEPAR INC,CHONDROCTIN SULFATE
5121,I,II,10/11/1983,MERCK SHARP AND DOHME RESEARCH LABORATORIES DIV MERCK AND CO INC,"BULK FORM OF DRUG PRODUCT L-590,153 PROCESSED RAHWAY, N.J. FACILITIES"
5122,I,II,8/26/1983,FARCHEMIA SRL,"GUANETHIDINE SULFATE, USP"
5123,I,II,9/30/1983,SMITHKLINE AND BECKMAN INC,CIMETIDINE
5124,I,III,8/31/1983,ALLERGAN PHARMACEUTICAL,CONTAINER/CLOSURE INFO PERTAINING TO CONTAINER/CLOSURE SYSTEMS
5125,I,II,11/7/1983,CHINOIN PHARMACEUTCIAL AND CHEMICAL WORKS CO LTD,HYDROCHLOROTHIAZIDE
5126,I,II,11/3/1983,GANES CHEMICALS INC PENNSVILLE DIV,ESMOLOL HYDROCHLORIDE
5127,I,II,11/7/1983,HOECHST AG,"CHLORZOXAZONE, BULK FORM"
5128,I,II,11/5/1983,PENINSULA LABS INC,"SYNTHETIC SOMATOSTATIN AS SYNTHESIZED IN BELMONT, CA. FACILITIES"
5129,I,II,10/21/1983,HEINRICH MACK NACHF,5-AZACYTIDINE
5130,A,II,9/30/1983,INOLEX CHEMICAL CO,AMMONIUM LACTATE
5131,I,II,6/30/1983,SOCIETA ITALIANA MEDICINALI SCANDICCI SIMS SRL,HYDRALAZINE CHLORIDRATE
5132,I,II,10/21/1983,SUMIKA FINE CHEMICALS CO LTD,ISOPROTERENOL HYDROCHLORIDE USP XX
5133,I,II,10/7/1983,SIGMA F AND D DIV LTD,"HEPES, FREE ACID AND HEPES, SODIUM SALT"
5134,A,II,6/10/1983,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,DOPAMINE HCl 
5135,I,II,9/28/1983,SALSBURY CHEMICALS INC,PROBENECID USP
5136,I,II,9/16/1983,SYNTHA,METHOCARBAMOL
5137,I,II,5/27/1983,TEMMLER WERKE VEREINIGTE CHEMISCHE FABRIKEN,PANCREOLAURYL TEST
5138,I,II,10/27/1983,SANOFI CHIMIE,"CYANOCOBALAMIN PH. EUR. USP, JP"
5139,A,II,7/20/1983,SIMS SRL,PROPRANOLOL HYDROCHLORIDE
5140,I,II,9/23/1983,NOMAX INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN ST. LOUIS, MISSOURI."
5141,I,II,11/15/1983,FINE CHEMICALS CORP,VERAPAMIL HYDROCHLORIDE
5142,I,II,10/26/1983,ZENITH LABORATORIES INC,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN CIDRA, PUERTO RICO."
5143,I,II,11/16/1983,HOECHST AG,6-AMINOPENICILLANIC ACID (6-APA) BULK FORM
5144,I,I,11/14/1983,ORION CORP FARMOS CHEMICAL PLANT,"MANUFACTURING SITE, FACILITIES, PERSONNEL, AND GENERAL OPERATING PROCEDURES IN TURKU, FINLAND."
